"설문지 
번호",구분,DQ1_전문과,DQ1_기타내용,DQ1_1_신경과세부,DQ2_전문의취득연도,DQ3_직역,DQ3_기타내용,DQ3_1_전공의_연차,DQ3_2_전공의_근무총인원,DQ3_3_은퇴자_은퇴연령,DQ3_4_은퇴자_은퇴전직역,DQ4_근무기관,DQ4_기타내용,DQ5_근무지역,DQ6_성별,DQ7_출생연도,A1_1_근무시간_평일 ,A1_2_근무시간_토요일,A1_3_근무시간_일요일,A2_근무시간_일주평균,A3_1_총휴무일_토요일,A3_2_총휴무일_일요일,A3_3_총휴무일_공휴일,A3_4_총휴무일_휴가,A3_5_총휴무일_출장,A3_6_총휴무일_기타,A3_7_총휴무일_기타내용,A4_일반비교업무량,A4_1_업무량감축비율,A5_워라밸주당근무시간,A6_야간당직여부,A6_1_당직응급실call횟수,A7_oncall당직여부,A7_1_1_oncall당직주기,A7_1_2_oncall당직횟수,A7_1_3_실제call수 ,A8_응급실전담의여부,A9_응급실call여부,A9_1_1_응급실평균진료시간,A9_1_2_응급call받는날,A9_1_3_응급실call수,B1_1_근무비중_진료,B1_2_근무비중_진료외,B2_1_진료비율_급여,B2_2_진료비율_비급여,B3_1_1_외래_세션당환자수,B3_1_2_외래_평균진료세션 ,B3_2_1_입원_신규환자수,B3_2_2_입원_재원환자수,B3_3_1_수술_환자수,B3_3_2_수술_일수,C1_진료시간변화여부,C1_1_증가또는감소시간,C2_환자수변화,C3_진료시간변화계획,C3_1_기타내용,C4_일반의또는타과진료정도,C5_전공과주로진료,C5_1_1_비전공과_진료비중,C5_1_2_비전공과_진료과목,C5_1_2_비전공과_진료이유,C5_2_1_전공과회귀조건,C5_2_2_기타내용,C6_환자당진료시간변화,C7_1_실제진료시간_초진,C7_2_실제지료시간_재진,C8_1_이상적진료시간_초진,C8_2_이상적진료시간_재진,D1_현재전문의수,D2_현재전공의정원,D3_의료수요변화,D3_1_1_수요변화체감원인,D3_1_2_기타내용 ,E1_정책시행후_근무시간변화,E2_연봉변화,E3_지도전문의여부,E3_1_전공의법_근무변화,E3_2_전공의없을시_업무량,E3_3_전공의1인_역할비율,E4_당직및입원전담_근무의향,E5_은퇴예상연령,E6_육아휴직계획,
83,오프라인,3,,,2006,1,,,,,,1,,10,1,1978,8,6,0,38,0,52,10,7,2,,,3,20,35,1,,1,,,,2,1,,,,80,20,98,2,30,150,1,30,0,0,3,8,2,1,,4,1,,,,,,3,25,12,40,20,3,1,2,"1,2,3,4,5",,1,1,2,,,,4,80,2,
84,오프라인,3,,,2014,1,,,,,,1,,8,2,1979,8,7,0,42,0,52,17,4,0,0,,3,20,40,1,,1,,,,2,1,,,,100,0,90,10,10,10,,,,,3,1,2,1,,3,1,,,,,,1,30,15,40,20,5,3,2,4,,1,3,2,,,,4,65,4,
85,오프라인,3,,,2001,1,,,,,,5,,1,1,1969,8,4,0,44,0,52,12,10,2,,,3,30,35,1,,1,,,,2,1,,,,100,0,90,10,3,11,,,,,1,,3,1,,3,1,,,,,,3,40,20,30,10,5,3,4,,,3,3,2,,,,4,70,1,
86,오프라인,3,,,1999,2,,,,,,3,,8,1,1969,8,0,0,40,53,52,17,6,,,,1,,6,2,5,1,,,,2,2,20,1,1,100,0,100,0,5,5,0.5,53,,,1,,2,3,,4,1,,,,,,2,10,2,10,2,4,2,1,1,,1,3,2,,,,4,70,4,
87,오프라인,3,,,1994,1,,,,,,5,,1,1,1963,8,4,0,40,0,0,0,3,14,0,,1,,40,1,,1,,,,2,1,,,,90,10,95,5,20,,,,,,1,,1,1,,1,1,,,,,,1,20,10,30,20,4,3,1,,,1,1,2,,,,7,70,4,
88,오프라인,3,,,2012,2,,,,,,1,,1,2,1980,8,5,0,29,0,52,17,8,0,0,,1,,32,1,,1,,,,2,1,,,,100,0,100,0,10,8,,,,,1,,2,1,,4,1,,,,,,3,40,20,60,30,4,3,1,,,1,1,2,,,,4,65,4,
89,오프라인,3,,,2012,1,,,,,,1,,5,2,1980,5,3,0,5,40,52,17,7,3,,,1,,28,1,,1,,,,2,1,,,,95,5,100,5,5,9,,,,,2,,3,1,,2,1,,,,,,2,30~40,10~20,30~40,20,3,1,2,"2,4,5",,3,3,2,,,,4,65,1,
90,오프라인,3,,,2008,1,,,,,,1,,1,2,1975,7,6,0,39,12,52,17,7,,,,1,,40,1,,1,,,,2,1,,,,90,10,95,5,15,10,,,,,1,,2,1,,4,1,,,,,,2,30,10,30,20,4,3,2,4,,1,1,2,,,,4,70,2,
91,오프라인,3,,,1995,1,,,,,,1,,8,1,1963,7,4.5,0,40.5,0,52,17,10,,,,1,,40,1,,1,,,,2,1,,,,100,0,100,0,12,10,0,0,0,0,3,,1,3,,2,1,,,,,,1,35,7,40,10,3,1,2,"1,4",,1,1,2,,,,4,70,4,
92,오프라인,3,,,2000,1,,,,,,1,,8,1,1968,8.5,3.5,0,37.5,0,52,17,3,10,52,평일휴일,1,,35,1,,1,,,,2,1,,,,70,30,90,10,20,9,,,,,1,,3,1,,4,1,,,,,,2,60,10,60,10,4,3,1,6,개업의 증가,1,3,2,,,,4,80,4,
93,오프라인,3,,,2019,2,,,,,,1,,8,1,1985,9,4,0,48,40,52,17,30,4,,,3,20,40,1,,1,,,,2,1,,,,90,10,90,10,15,11,,,,,2,8,2,3,,3,1,,,,,,1,40,20,40,20,3,3,2,"4,5",,1,2,2,,,,2,70,2,
94,오프라인,3,,,2019,2,,,,,,1,,8,2,1981,8,0,0,24,,,,,,,,2,,32,1,,1,,,,2,1,,,,100,0,100,0,15,3,,,,,3,24,2,2,,3,1,,,,,,3,30,15,30,15,4,3,3,,,1,3,2,,,,4,70,3,
95,온라인,1,,,2006,1,,,,,,1,,11,1,1977,10,8,8,50,17,17,4,10,0,0,,3,80,40,1,,1,,,,2,1,,,,97,3,95,5,44,10,0,0,0,0,1,,3,1,,2,1,,,,,,1,8,6,15,10,4,3,3,"1,5",,1,3,2,,,,4,65,1,
96,온라인,1,,,2001,1,,,,,,1,,4,,,8,4,,40,,52,17,4,,,,1,,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,온라인,1,,,2010,1,,,,,,1,,1,2,1975,8,5,근무안함,47,,52,17,,,,,3,30,40,1,,1,,,,2,1,,,,50,50,90,10,50,11,0,0,0,0,1,,3,2,,1,1,,,,,,2,10,5,20,10,5,3,3,1,,1,3,2,,,,3,65,3,
98,온라인,1,,,2004,1,,,,,,1,,11,1,1971,10,5,5,55,0,52,10,3,0,0,,3,25,40,1,,1,,,,2,1,,,,50,50,90,10,20,11,0,0,0,0,1,,3,2,,1,1,,,,,,1,8,5,8,5,5,3,3,"1,3",,1,3,2,,,,4,75,4,
99,온라인,1,,,1997,1,,,,,,1,,10,,,8,4,4,47,0,52,17,4,0,0,,3,30,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,온라인,1,,,1978,1,,,,,,1,,8,2,1947,9,5,근무안함,50,1,52,5,5,0,,,3,40,40,1,,1,,,,2,1,,,,90,10,95,5,25,11,0,40,0,0,3,0,3,8,현재 의원 유지가 적자로써 간호인력을  줄여야되나 해고 가 여의치 않아서 야간진료라도 해야될지 고민중임,1,1,,,,,,2,10,5,15,10,5,3,3,"1,4",,3,3,2,,,,4,72,4,
101,온라인,1,,,2018,1,,,,,,1,,8,1,1985,9,4,4,53,10,20,2,14,0,0,,1,,40,1,,1,,,,2,1,,,,100,0,100,0,20,10,0,40,0,0,3,4,3,1,,1,1,,,,,,4,,,10,5,5,3,3,"1,3,4,5",,1,3,2,,,,3,60,2,
102,온라인,1,,,2005,1,,,,,,1,,1,2,1975,9,4,근무안함,60,1,52,17,7,2,0,,3,30,40,1,,1,,,,2,1,,,,85,15,90,10,20,11,0,0,0,0,1,,3,6,,1,1,,,,,,1,10,5,30,10,5,3,3,"1,3",,1,1,2,,,,4,55,4,
103,온라인,1,,,2012,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,온라인,1,,,2000,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,온라인,1,,,2008,1,,,,,,1,,1,2,1976,9,5,근무안함,50,0,52,17,0,0,0,,3,30,40,1,,1,,,,2,1,,,,90,10,98,2,30,11,0,0,0,0,3,5,3,2,,1,1,,,,,,1,6,3,10,5,5,3,3,"1,6","무료접종, 영검등으로 소아과 행세를 하는 타과가 많아짐 ",3,3,2,,,,4,60,4,
106,온라인,1,,,2012,1,,,,,,1,,2,,,10,5,5,60,1,52,0,5,0,0,,3,20,50,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,온라인,1,,,2008,1,,,,,,1,,8,,,10,6,4,56,0,52,2,5,0,2,질환,3,30,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,온라인,1,,,2001,1,,,,,,1,,8,,,9,5,4,50,0,52,6,4,,,,3,15,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,온라인,1,,,1994,1,,,,,,1,,1,,,11,5,5,65,0,0,2,0,0,0,,3,35,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,온라인,1,,,1997,1,,,,,,1,,8,,,9,근무안함,6,48,53,51,3,4,0,0,,3,15,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,온라인,1,,,1995,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,온라인,1,,,1998,1,,,,,,1,,15,1,1966,8,4,근무안함,42,0,52,17,7,2,0,,3,75,36,1,,1,,,,2,1,,,,90,10,99,1,45,12,0,0,0,0,1,,3,3,,3,1,,,,,,2,7,4,15,10,4,3,3,"1,5",,1,3,2,,,,3,65,4,
113,온라인,1,,,2016,1,,,,,,1,,8,,,10,5,근무안함,45,2,42,10,4,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,온라인,1,,,2007,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,온라인,1,,,1979,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,온라인,1,,,1969,1,,,,,,1,,2,1,1934,7,4,근무안함,40,53,52,17,3,,,,1,,35,1,,1,,,,2,1,,,,100,0,80,20,30,2,0,0,0,0,1,,3,4,,1,2,80,내과 ,내가 전공한 지식으로 커버 할 수 있기 때문,1,,1,10분 전후,5~7분,10~20분,5~8분,3,3,4,,,3,3,2,,,,4,90,4,
117,온라인,1,,,2004,1,,,,,,1,,9,1,1973,9,4,,44,0,48,10,7,5,,,3,30,36,1,,1,,,,2,1,,,,99,1,98,2,85,10,0,120,0,0,1,,1,3,,3,1,,,,,,1,5,4,15,10,4,3,3,"1,3",,1,3,2,,,,4,65,4,
118,온라인,1,,,2008,1,,,,,,1,,11,1,1977,8,4,근무안함,45,0,52,17,7,0,0,,3,20,40,1,,1,,,,2,1,,,,100,0,90,10,30,11,0,0,0,0,1,,3,3,,1,1,,,,,,1,5,3,10,5,4,3,3,1,,1,3,2,,,,3,65,4,
119,온라인,1,,,2018,1,,,,,,1,,8,,,9,근무안함,근무안함,36,0,52,4,5,0,0,,3,60,30,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,온라인,1,,,1997,1,,,,,,1,,10,,,9,4,,47,,53,17,4,,3,의료봉사,3,20,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,온라인,1,,,2008,1,,,,,,1,,1,2,1977,8,4,4,36,,52,8,14,0,,,3,10,30,1,,1,,,,2,1,,,,90,10,90,10,50,9,0,0,0,0,1,,3,3,,2,1,,,,,,3,3,2,10,5,4,3,3,1,,1,1,2,,,,3,55,4,
122,온라인,1,,,1996,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,온라인,1,,,1988,1,,,,,,1,,3,,,7,3,근무안함,38,0,52,17,3,1,,,1,,35,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,온라인,1,,,2003,1,,,,,,1,,1,,,4,,,8,53,52,17,8,2,,,1,,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,온라인,1,,,1994,1,,,,,,2,,6,,,6,8,4,36,5,26,7,7,0,,,3,10,35,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,온라인,1,,,1985,1,,,,,,1,,8,1,1952,9,4,,46,,52,17,4,0,0,,3,10,40,1,,1,,,,2,1,,,,90,10,90,10,15,11,0,0,0,0,3,1,2,1,,2,2,70,내과,환자가 적어서,1,,1,10,5,15,10,4,3,3,1,,1,1,2,,,,4,75,4,
127,온라인,1,,,1999,1,,,,,,1,,8,1,1968,8,4,근무안함,7,0,52,17,4,1,0,,3,10,40,1,,1,,,,2,1,,,,100,0,90,10,45,2,0,0,0,0,3,4,3,3,,1,1,,,,,,1,5,2,10,5,5,3,2,"1,4,5",,3,3,2,,,,3,65,4,
128,온라인,1,,,1999,1,,,,,,1,,3,2,1969,8,8,8,45,24,24,3,15,,,,3,10,40,1,,1,,,,2,1,,,,100,0,95,5,40,11,0,0,0,0,1,,3,1,,3,1,,,,,,1,5,3,10,5,4,1,3,1,,1,3,2,,,,3,60,1,
129,온라인,1,,,2000,1,,,,,,1,,3,2,1975,9,6,2,51,2,52,5,7,0,,,3,15,40,1,,1,,,,2,1,,,,90,10,95,5,40,11,0,0,0,0,3,4,3,1,,2,1,,,,,,2,5,3,15,5,5,3,3,1,,3,1,2,,,,4,65,2,
130,온라인,1,,,2006,1,,,,,,1,,1,1,1974,9,6,2,44,0,35,12,7,0,0,,3,70,30,1,,1,,,,2,1,,,,90,10,90,10,41,10,0,0,0,0,3,4,3,1,,3,1,,,,,,3,7,5,10,7,5,3,3,"1,3",,3,3,2,,,,2,70,4,
131,온라인,1,,,2012,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,온라인,1,,,1995,1,,,,,,1,,8,2,1964,8,4,근무안함,40,2,52,17,7,0,0,,3,20,32,1,,1,,,,2,1,,,,80,20,90,10,30,10,0,0,0,0,3,2,1,3,,2,1,,,,,,1,8,4,15,8,5,3,3,1,,3,1,2,,,,4,65,4,
133,온라인,1,,,1994,1,,,,,,1,,3,1,1964,8,5,근무안함,45,10,52,17,3,0,0,,3,30,40,1,,1,,,,2,1,,,,80,20,90,10,60,2,0,0,0,0,3,5,3,3,,4,1,,,,,,3,10,5,15,5,4,3,3,1,,3,3,2,,,,4,65,1,
134,온라인,1,,,2012,1,,,,,,2,,11,,,8,4,4,56,,50,8,7,,,,3,20,40,3,0,2,1,2,1,2,2,15,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,온라인,1,,,2011,1,,,,,,1,,12,2,1979,8,6,4,35,,,,,,53,평일에 쉼 ,1,,35,1,,1,,,,2,1,,,,95,5,99,1,50,10,0,0,0,0,1,,3,1,,2,1,,,,,,1,5,3,10,5,4,1,3,"1,3",,1,3,2,,,,4,70,1,
136,온라인,1,,,2001,1,,,,,,1,,14,,,10,7,4,60,0,24,1,3,1,0,,3,20,50,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,온라인,1,,,1999,1,,,,,,1,,15,2,1968,8,4,4,48,,,,7,,,,3,30,30,1,,1,,,,2,1,,,,70,30,90,10,10,12,0,15,0,0,1,,1,4,,4,1,,,,,,3,10,5,20,10,4,3,3,1,,3,3,2,,,,4,52,4,
138,온라인,1,,,2002,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,온라인,1,,,2002,1,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,온라인,1,,,2015,1,,,,,,1,,8,1,1986,8,5,근무안함,45,0,52,4,6,0,0,,3,10,40,1,,1,,,,2,1,,,,80,20,99,1,40,9,0,0,0,0,2,5,3,3,,2,1,,,,,,2,8,5,10,5,5,3,3,1,,1,3,2,,,,4,65,2,
141,온라인,1,,,1982,1,,,,,,1,,12,,,9,4,근무안함,49,,53,17,10,,,,3,10,6,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,온라인,1,,,2003,1,,,,,,1,,6,,,10,5,근무안함,55,0,52,17,3,0,0,,3,20,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,온라인,1,,,1981,1,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,온라인,1,,,2013,1,,,,,,1,,8,1,1974,9,4,근무안함,46,1,52,5,4,0,0,,3,10,40,1,,1,,,,2,1,,,,95,5,80,20,45,12,0,0,0,0,1,,1,3,,2,1,,,,,,3,5,4,10,7,3,1,4,,,1,2,2,,,,2,65,1,
145,온라인,1,,,1985,1,,,,,,1,,15,1,1952,7,4,근무안함,39,2,53,5,3,0,0,,3,10,7,1,,1,,,,2,1,,,,90,10,99,1,15,11,0,0,0,0,3,3,3,1,,2,1,,,,,,2,5,3,7,5,5,3,3,"1,2",,3,3,2,,,,4,75,4,
146,온라인,1,,,2007,1,,,,,,1,,8,1,1975,9,6,,51,,52,12,5,0,0,,3,30,40,1,,1,,,,2,1,,,,95,5,70,30,30,11,0,0,0,0,3,3,3,3,,1,1,,,,,,2,6,4,30,20,4,3,3,"1,3",,3,3,2,,,,2,70,1,
147,온라인,1,,,1983,1,,,,,,2,,15,1,1954,8,4,,40,0,53,7,14,5,5,,3,30,20,1,,2,1,3,1,2,1,,,,90,10,100,0,20,8,5,10,0,0,1,,3,2,,1,1,,,,,,1,10,3,15,5,2,2,3,"1,3",,1,1,2,,,,4,70,4,
148,온라인,1,,,1997,1,,,,,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,온라인,1,,,2012,1,,,,,,1,,3,2,1977,8,5,4,41,0,52,8,5,0,0,,3,10,40,1,,1,,,,2,1,,,,80,20,99,1,25,10,0,0,0,0,3,2,3,1,,2,1,,,,,,1,10,6,15,10,5,3,3,"1,3",,3,3,2,,,,3,60,1,
150,온라인,1,,,2000,1,,,,,,2,,5,1,1967,6,4,4,38,0,26,0,7,2,,,1,,32,2,1,2,1,1,2,2,1,,,,70,30,100,,80,9,4,10,0,0,1,,3,1,,2,1,,,,,,1,7,3,10,5,4,3,3,1,,1,1,2,,,,4,65,4,
151,온라인,1,,,1999,1,,,,,,2,,15,1,1964,10,4,,50,0,52,15,,,,,3,30,40,3,1,2,1,2,0,2,1,,,,90,10,100,,60,8,4,15,0,0,1,,3,3,,2,1,,,,,,1,5,3,10,3,4,1,3,1,,1,3,2,,,,4,65,4,
152,온라인,1,,,1998,1,,,,,,1,,8,,,8,5,3,17,0,0,0,4,0,0,,3,30,56,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,온라인,1,,,1995,1,,,,,,1,,15,1,1962,9,6,근무안함,51,0,53,0,2,,,,3,80,40,1,,1,,,,2,1,,,,80,20,90,10,15,11,0,0,0,0,1,,3,2,,3,1,,,,,,1,5,2,10,5,5,3,3,1,,1,3,2,,,,2,65,4,
154,온라인,1,,,1995,1,,,,,,1,휴직,8,1,1960,9,6,근무안함,51,2,52,17,0,12,,,3,20,39,1,,1,,,,2,1,,,,100,0,100,0,25,11,0,0,0,0,3,2,3,7,,1,1,,,,,,4,,,10,5,4,3,3,"1,5",,3,3,2,,,,4,100,4,
155,온라인,1,,,1983,1,,,,,,1,,10,1,1955,8,10,10,43,27,26,9,28,2,0,,3,30,30,3,5,2,3,3,5,2,2,5,1,2,95,5,100,0,50,10,2,1,0,0,1,,1,3,,4,1,,,,,,1,5,3,10,5,4,3,3,1,,1,1,2,,,,2,70,4,
156,온라인,1,,,1992,1,,,,,,1,,1,,,9,4,근무안함,44,0,52,17,14,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,온라인,1,,,1990,1,,,,,,1,,4,2,1960,10,6,근무안함,48,,52,17,4,,,,3,20,40,1,,1,,,,2,1,,,,90,10,100,0,35,7,0,0,0,0,1,,3,1,,1,1,,,,,,2,15,10,15,10,4,3,3,1,,1,3,2,,,,4,75,4,
158,온라인,1,,,2009,1,,,,,,1,,12,1,1978,6,7,3,40,4,30,0,15,0,,,1,,40,1,,1,,,,2,1,,,,95,5,90,10,75,9,3,10,0,0,3,3,3,3,,1,1,,,,,,2,3,2,5,3,4,3,3,1,,1,1,2,,,,3,50,2,
159,온라인,1,,,2005,1,,,,,,2,,15,,,8,4,근무안함,46,1,52,10,7,0,0,,1,,45,3,1,2,2,7,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,온라인,1,,,2014,1,,,,,,1,,17,1,1983,8,6,5,45,20,26,7,7,4,,,3,50,24,1,,1,,,,2,1,,,,70,30,99,1,40,9,0,0,0,0,2,5,3,3,,3,1,,,,,,1,10,5,30,15,5,3,3,1,,1,3,2,,,,2,50,2,
161,온라인,1,,,2012,1,,,,,,1,,1,2,1979,9,5,근무안함,50,0,52,17,5,0,0,,3,30,35,1,,1,,,,2,1,,,,99,1,90,10,25,11,0,0,0,0,1,,3,1,,2,1,,,,,,1,20,10,20,10,5,3,3,1,,1,3,2,,,,4,75,1,
162,온라인,1,,,2014,1,,,,,,1,,1,1,1981,8,4,근무안함,44,2,52,17,10,0,0,,2,,45,1,,1,,,,2,1,,,,90,10,95,5,40,9,0,0,0,0,1,,3,3,,2,1,,,,,,1,5,4,4,3,5,3,3,"1,6",예방접종 종류 증가,1,3,2,,,,3,60,2,
163,온라인,1,,,2013,1,,,,,,1,,4,,,11,9,7,69,0,4,2,9,0,0,,3,50,40,1,,1,,,,2,1,,,,95,5,100,0,100,14,0,0,0,0,1,,2,3,,1,1,,,,,,4,,,30,20,5,3,3,1,,1,3,2,,,,1,50,1,
164,온라인,1,,,1992,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,온라인,1,,,2011,1,,,,,,1,,8,1,1977,6,6,6,40,30,32,12,10,0,,,3,25,32,1,,1,,,,2,1,,,,90,10,90,10,40,10,0,0,0,0,2,7,3,3,,2,1,,,,,,1,4,3,7,5,5,3,3,1,,1,1,2,,,,2,65,2,
166,온라인,1,,,1985,1,,,,,,1,,1,1,1954,9,6,근무안함,53,1,52,9,9,,,,3,30,40,1,,1,,,,2,1,,,,70,30,90,10,20,11,1,40,0,0,1,,1,3,,1,1,,,,,,1,20,10,20,10,5,3,3,"3,4",,1,3,2,,,,3,80,4,
167,온라인,1,,,1983,1,,,,,,1,,8,1,1953,9,5,근무안함,50,0,52,17,3,0,0,,3,25,40,1,,1,,,,2,1,,,,90,10,98,2,23,11,0,0,0,0,1,,3,1,,2,1,,,,,,2,15,5,15,7,5,3,3,"1,5",,1,3,2,,,,4,75,4,
168,온라인,1,,,1998,1,,,,,,1,,4,1,1968,7,근무안함,5,38,50,7,7,5,2,50,,3,20,30,1,,1,,,,2,1,,,,80,20,95,5,50,9,0,0,0,0,3,8,3,3,,2,1,,,,,,1,5,3,10,5,4,3,3,1,,1,3,2,,,,4,70,4,
169,온라인,1,,,2012,1,,,,,,1,,14,1,1981,8,6,6,53,13,8,4,14,0,0,,3,30,40,1,,2,1,7,1,2,1,,,,100,0,99,1,60,13,3,5,0,0,1,,2,1,,4,1,,,,,,1,3,2,5,4,3,3,3,1,,1,1,2,,,,2,60,4,
170,온라인,1,,,2001,1,,,,,,1,,4,1,1966,9,6,4,58,0,0,4,3,0,0,,3,20,50,1,,1,,,,2,1,,,,80,20,99,1,25,13,0,0,0,0,1,,1,1,,3,1,,,,,,2,7,5,10,5,5,3,3,1,,1,3,2,,,,4,75,4,
171,온라인,1,,,1996,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,온라인,1,,,2005,1,,,,,,1,,8,1,1974,9,5,근무안함,45,0,52,17,6,0,0,,3,30,40,1,,1,,,,2,1,,,,100,0,90,10,40,10,0,0,0,0,1,,3,1,,1,1,,,,,,1,15,10,30,20,5,3,3,1,,1,3,2,,,,4,60,1,
173,온라인,1,,,2004,1,,,,,,1,,8,2,1974,9,4,근무안함,50,0,52,17,8,0,,,3,25,40,1,,1,,,,2,1,,,,90,10,99,1,30,10,0,0,0,0,1,,3,1,,1,1,,,,,,2,15,10,30,20,5,3,3,1,,1,1,2,,,,4,65,1,
174,온라인,1,,,2015,1,,,,,,1,,17,2,1975,9,6,근무안함,51,0,52,17,0,0,0,,3,20,40,1,,1,,,,2,1,,,,95,5,98,2,50,2,0,0,0,0,1,,3,3,,1,1,,,,,,1,5,3,10,5,5,3,3,1,,1,1,2,,,,4,60,4,
175,온라인,1,,,1985,1,,,,,,2,,6,1,1956,7,4,4,43,26,26,4,10,4,,,3,10,40,2,0,1,,,,2,1,,,,80,20,80,20,40,9,1,4,0,0,1,,3,3,,1,1,,,,,,1,5,3,10,5,4,1,3,"1,5",,1,2,2,,,,2,74,4,
176,온라인,1,,,1980,1,,,,,,1,,2,,,8,근무안함,근무안함,40,53,52,17,17,5,5,해외여행 약2주,1,,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,온라인,1,,,1990,1,,,,,,1,,3,2,1961,5,6,3,34,26,26,8,4,4,,,1,,32,1,,1,,,,2,1,,,,90,10,80,20,20,7,0,0,0,0,3,3,3,3,,1,1,,,,,,2,20,10,20,10,5,3,3,1,,3,3,2,,,,4,60,4,
178,온라인,1,,,1990,1,,,,,,1,,13,,,10,4,근무안함,54,,52,17,,,,,3,30,39,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
